Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Row Type,Units On Hand,Notes
tgs-touch-teach-words,Hug Happy Touch and Teach Words Book Early Education Baby Toy,"<p>This is a colorful, interactive toy book with a handle and a page-turning slot. It has a touch screen with buttons for learning words, numbers, and animals. It includes a music key, a volume switch, and a speaker. It is designed for early education and is suitable for babies and toddlers.</p><ul><li>Made of plastic with colorful buttons and a handle.</li><li>Includes a page-turning slot for turning pages.</li><li>Has a touch screen with buttons for learning.</li><li>Includes a music key and a volume switch.</li><li>Designed for early education and suitable for babies and toddlers.</li></ul><p><strong>What's included:</strong></p><ul><li>Touch and Teach Words Book</li><li>Page turning slot</li><li>Handle with light flashes</li><li>Music key</li><li>Volume switch</li><li>Touch control sound pages</li><li>Loudspeaker</li></ul>",The Toy Gift Shop,,Educational Toys,"age:3-5, feature:new, occasion:birthday, occasion:eid, play:build, sub:Learning Toys",FALSE,Title,Default Title,TGS-TOUCH-TEACH-WORDS,,shopify,1,deny,manual,5850.00,,TRUE,TRUE,output_pending/TGS-TOUCH-TEACH-WORDS/angle2.jpg,1,Hug Happy Touch and Teach Words Book Early Education Baby Toy,FALSE,Touch and Teach Words Book in Pakistan | Toy Gift Shop,"Hug Happy Touch and Teach Words Book. Interactive early education toy for babies and toddlers. Learn words, numbers, and animals with touch screen, music, and speaker.",draft,active_unimaged,1,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-touch-teach-words,,,,,,,,,,,,,,,,,,,,output_pending/TGS-TOUCH-TEACH-WORDS/angle3.jpg,2,Hug Happy Touch and Teach Words Book Early Education Baby Toy,,,,,active_unimaged,,
tgs-touch-teach-words,,,,,,,,,,,,,,,,,,,,output_pending/TGS-TOUCH-TEACH-WORDS/angle4.jpg,3,Hug Happy Touch and Teach Words Book Early Education Baby Toy,,,,,active_unimaged,,
tgs-jenga,Jenga Classic Wooden Block Stacking Game,"<p>The classic Jenga wooden block stacking game by Hasbro. Pull a block, stack it on top, and see how far the tower can go before it crashes. For ages 6 and up.</p><ul><li>54 genuine wooden blocks</li><li>Pull, stack and crash gameplay</li><li>For 1 or more players</li><li>For ages 6 and up</li></ul><p><strong>What's included:</strong></p><ul><li>54 wooden Jenga blocks</li><li>Instructions</li></ul>",The Toy Gift Shop,,Board Games,"age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",FALSE,Title,Default Title,TGS-JENGA,,shopify,2,deny,manual,2900.00,,TRUE,TRUE,output_pending/TGS-JENGA/angle2.jpg,1,Jenga Classic Wooden Block Stacking Game,FALSE,Jenga Classic Wooden Block Game in Pakistan | Toy Gift Shop,Jenga classic wooden block stacking game by Hasbro. 54 genuine wood blocks. Ages 6+.,draft,active_unimaged,2,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-jenga,,,,,,,,,,,,,,,,,,,,output_pending/TGS-JENGA/angle3.jpg,2,Jenga Classic Wooden Block Stacking Game,,,,,active_unimaged,,
tgs-jenga,,,,,,,,,,,,,,,,,,,,output_pending/TGS-JENGA/angle4.jpg,3,Jenga Classic Wooden Block Stacking Game,,,,,active_unimaged,,
tgs-jumbo-sequence,Jumbo Sequence Game with Jumbo Size Playing Mat,"<p>Jumbo Sequence, a large-format version of the classic Sequence strategy game with a jumbo playing mat (32 x 27 inch). Place a card, place a chip on the matching space, and be first to complete a row of five. For ages 7 and up.</p><ul><li>Jumbo-size playing mat, 32 x 27 inch</li><li>Classic Sequence strategy gameplay</li><li>For 2 to 12 players</li><li>For ages 7 and up</li></ul><p><strong>What's included:</strong></p><ul><li>1 jumbo playing mat</li><li>Playing chips</li><li>Deck of cards</li><li>Instructions</li></ul>",The Toy Gift Shop,,Board Games,"age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",FALSE,Title,Default Title,TGS-JUMBO-SEQUENCE,,shopify,3,deny,manual,2850.00,,TRUE,TRUE,output_pending/TGS-JUMBO-SEQUENCE/angle2.jpg,1,Jumbo Sequence Game with Jumbo Size Playing Mat,FALSE,Jumbo Sequence Game in Pakistan | Toy Gift Shop,Jumbo Sequence strategy game with a jumbo-size playing mat. Ages 7+.,draft,active_unimaged,3,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-jumbo-sequence,,,,,,,,,,,,,,,,,,,,output_pending/TGS-JUMBO-SEQUENCE/angle3.jpg,2,Jumbo Sequence Game with Jumbo Size Playing Mat,,,,,active_unimaged,,
tgs-jumbo-sequence,,,,,,,,,,,,,,,,,,,,output_pending/TGS-JUMBO-SEQUENCE/front.jpg,3,Jumbo Sequence Game with Jumbo Size Playing Mat,,,,,active_unimaged,,
tgs-jr-pictionary,Junior Pictionary - The Game of Quick Draw for Kids,"<p>Junior Pictionary, the game of quick draw for kids. Draw clues from cards and get your team to guess before time runs out. For ages 7 and up.</p><ul><li>Quick-draw guessing game for kids</li><li>Team-based gameplay</li><li>Includes drawing pad and clue cards</li><li>For ages 7 and up</li></ul><p><strong>What's included:</strong></p><ul><li>Drawing pad</li><li>Clue cards</li><li>Game board</li><li>Instructions</li></ul>",The Toy Gift Shop,,Board Games,"age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",FALSE,Title,Default Title,TGS-JR-PICTIONARY,,shopify,1,deny,manual,2850.00,,TRUE,TRUE,output_pending/TGS-JR-PICTIONARY/angle2.jpg,1,Junior Pictionary - The Game of Quick Draw for Kids,FALSE,Junior Pictionary Game in Pakistan | Toy Gift Shop,"Junior Pictionary, the game of quick draw for kids. Ages 7+.",draft,active_unimaged,1,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-jr-pictionary,,,,,,,,,,,,,,,,,,,,output_pending/TGS-JR-PICTIONARY/front.jpg,2,Junior Pictionary - The Game of Quick Draw for Kids,,,,,active_unimaged,,
tgs-ludo-magnetic-board,Ludo Game Magnetic Board,<p>A Ludo game with a magnetic board and playing pieces. Classic Ludo gameplay with pieces that stay securely in place. For ages 3 and up.</p><ul><li>Magnetic Ludo board and pieces</li><li>Classic Ludo gameplay</li><li>For ages 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>1 magnetic Ludo board</li><li>Playing pieces</li><li>1 die</li></ul>,The Toy Gift Shop,,Board Games,"age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",FALSE,Title,Default Title,TGS-LUDO-MAGNETIC-BOARD,,shopify,1,deny,manual,1450.00,,TRUE,TRUE,output_pending/TGS-LUDO-MAGNETIC-BOARD/angle2.jpg,1,Ludo Game Magnetic Board,FALSE,Ludo Game Magnetic Board in Pakistan | Toy Gift Shop,Ludo Game Magnetic Board with playing pieces that stay in place. Ages 3+.,draft,active_unimaged,1,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-ludo-magnetic-board,,,,,,,,,,,,,,,,,,,,output_pending/TGS-LUDO-MAGNETIC-BOARD/angle3.jpg,2,Ludo Game Magnetic Board,,,,,active_unimaged,,
tgs-ludo-magnetic-board,,,,,,,,,,,,,,,,,,,,output_pending/TGS-LUDO-MAGNETIC-BOARD/front.jpg,3,Ludo Game Magnetic Board,,,,,active_unimaged,,
tgs-ludo-compact,"Ludo Magnetic Game, Compact Folding Board","<p>A magnetic Ludo game with a compact folding board and magnetic playing pieces, so pieces stay in place during travel play. For ages 4 and up.</p><ul><li>Magnetic playing pieces stay in place</li><li>Compact folding board</li><li>Classic Ludo gameplay</li><li>For ages 4 and up</li></ul><p><strong>What's included:</strong></p><ul><li>1 folding magnetic board</li><li>Playing pieces</li><li>1 die</li></ul>",The Toy Gift Shop,,Board Games,"age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",FALSE,Title,Default Title,TGS-LUDO-COMPACT,,shopify,2,deny,manual,1750.00,,TRUE,TRUE,output_pending/TGS-LUDO-COMPACT/angle2.jpg,1,"Ludo Magnetic Game, Compact Folding Board",FALSE,Ludo Magnetic Game in Pakistan | Toy Gift Shop,Ludo Magnetic Game with a compact folding board and magnetic pieces. Ages 4+.,draft,active_unimaged,2,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-ludo-compact,,,,,,,,,,,,,,,,,,,,output_pending/TGS-LUDO-COMPACT/angle3.jpg,2,"Ludo Magnetic Game, Compact Folding Board",,,,,active_unimaged,,
tgs-ludo-compact,,,,,,,,,,,,,,,,,,,,output_pending/TGS-LUDO-COMPACT/angle4.jpg,3,"Ludo Magnetic Game, Compact Folding Board",,,,,active_unimaged,,
tgs-pony-figure-blue,"Magical Pony Figure with Brushable Hair, Blue","<p>A blue collectible pony figure with brushable, colourful hair and a glittery mane and tail. Comes in a display box. For ages 3 and up.</p><ul><li>Blue pony figure with brushable hair</li><li>Glittery mane and tail</li><li>Comes in a display box</li><li>For ages 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>1 blue pony figure</li></ul>",The Toy Gift Shop,,Action Figures & Characters,"age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Collectible Figures",FALSE,Title,Default Title,TGS-PONY-FIGURE-BLUE,,shopify,2,deny,manual,750.00,,TRUE,TRUE,output_pending/TGS-PONY-FIGURE-BLUE/angle2.jpg,1,"Magical Pony Figure with Brushable Hair, Blue",FALSE,Magical Pony Figure with Brushable Hair in Pakistan | Toy Gift Shop,"Magical Pony collectible figure in blue with brushable, glittery hair. Ages 3+.",draft,active_unimaged,2,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-pony-figure-blue,,,,,,,,,,,,,,,,,,,,output_pending/TGS-PONY-FIGURE-BLUE/angle3.jpg,2,"Magical Pony Figure with Brushable Hair, Blue",,,,,active_unimaged,,
tgs-pony-figure-blue,,,,,,,,,,,,,,,,,,,,output_pending/TGS-PONY-FIGURE-BLUE/angle4.jpg,3,"Magical Pony Figure with Brushable Hair, Blue",,,,,active_unimaged,,
tgs-makeup-set-case,Makeup Set Case for Kids - Colorful Princess Bag,<p>This toy makeup set is a pink and light blue plastic case shaped like a princess bag. It opens to reveal a mirror and multiple compartments for pretend makeup. The case has a heart-shaped clasp with a red gem and stands on four small feet. It is designed for children aged 5 and up.</p><ul><li>Made of hard plastic</li><li>Pink and light blue color scheme</li><li>Includes mirror and pretend makeup accessories</li><li>Features a heart-shaped clasp with a red gem</li><li>Intended for children aged 5 and up</li></ul><p><strong>What's included:</strong></p><ul><li>Plastic makeup case with mirror and compartments</li><li>Pretend makeup accessories</li><li>Instructional sticker on mirror</li></ul>,The Toy Gift Shop,,Pretend Play & Role Play,"age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Makeup Sets",FALSE,Title,Default Title,TGS-MAKEUP-SET-CASE,,shopify,1,deny,manual,3450.00,,TRUE,TRUE,output_pending/TGS-MAKEUP-SET-CASE/angle10.jpg,1,Makeup Set Case for Kids - Colorful Princess Bag,FALSE,Makeup Set Case for Kids in Pakistan | Toy Gift Shop,"Colorful princess bag makeup set for kids. Includes pretend makeup, mirror, and compartments. Ages 5+. Toy for pretend play.",draft,active_unimaged,1,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-makeup-set-case,,,,,,,,,,,,,,,,,,,,output_pending/TGS-MAKEUP-SET-CASE/angle11.jpg,2,Makeup Set Case for Kids - Colorful Princess Bag,,,,,active_unimaged,,
tgs-makeup-set-case,,,,,,,,,,,,,,,,,,,,output_pending/TGS-MAKEUP-SET-CASE/angle12.jpg,3,Makeup Set Case for Kids - Colorful Princess Bag,,,,,active_unimaged,,
tgs-mermaid-makeup,Mermaid 2-in-1 Beauty Make Up Case with Jewellery,"<p>A glitter makeup case with a mermaid design, combining a toy makeup set and jewellery box in one carry case with a handle. It opens to reveal a mirror, brushes and a colourful toy makeup palette. Available in pink and purple glitter. For ages 3 and up.</p><ul><li>2-in-1 makeup and jewellery case</li><li>Glitter exterior with mermaid design</li><li>Mirror and toy brushes included</li><li>Carry handle for portability</li><li>For ages 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>Makeup case with mermaid design</li><li>Mirror inside lid</li><li>Toy makeup palette</li><li>Toy brushes</li></ul>",The Toy Gift Shop,,Pretend Play & Role Play,"age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Makeup Sets",FALSE,Title,Default Title,TGS-MERMAID-MAKEUP,,shopify,11,deny,manual,3250.00,,TRUE,TRUE,output_pending/TGS-MERMAID-MAKEUP/angle2.jpg,1,Mermaid 2-in-1 Beauty Make Up Case with Jewellery,FALSE,Mermaid 2-in-1 Beauty Makeup Case in Pakistan | Toy Gift Shop,Mermaid 2-in-1 beauty makeup and jewellery case with mirror and brushes. Pink or purple glitter. Ages 3+.,draft,active_unimaged,11,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-mermaid-makeup,,,,,,,,,,,,,,,,,,,,output_pending/TGS-MERMAID-MAKEUP/angle3.jpg,2,Mermaid 2-in-1 Beauty Make Up Case with Jewellery,,,,,active_unimaged,,
tgs-mermaid-makeup,,,,,,,,,,,,,,,,,,,,output_pending/TGS-MERMAID-MAKEUP/angle4.jpg,3,Mermaid 2-in-1 Beauty Make Up Case with Jewellery,,,,,active_unimaged,,
tgs-monopoly-classic,Monopoly Classic Property Trading Board Game,"<p>The world&#x27;s favourite property trading board game. Buy, sell and trade properties to build your real estate empire and bankrupt your opponents. For ages 8 and up.</p><ul><li>Classic property trading gameplay</li><li>Buy, sell and trade properties</li><li>For 2 to 8 players</li><li>For ages 8 and up</li></ul><p><strong>What's included:</strong></p><ul><li>Game board</li><li>Property cards</li><li>Play money</li><li>Tokens and dice</li><li>Instructions</li></ul>",The Toy Gift Shop,,Board Games,"age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",FALSE,Title,Default Title,TGS-MONOPOLY-CLASSIC,,shopify,3,deny,manual,1850.00,,TRUE,TRUE,output_pending/TGS-MONOPOLY-CLASSIC/angle2.jpg,1,Monopoly Classic Property Trading Board Game,FALSE,Monopoly Classic Board Game in Pakistan | Toy Gift Shop,Monopoly Classic property trading board game -- the world's favourite game. Ages 8+.,draft,active_unimaged,3,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-monopoly-classic,,,,,,,,,,,,,,,,,,,,output_pending/TGS-MONOPOLY-CLASSIC/front.jpg,2,Monopoly Classic Property Trading Board Game,,,,,active_unimaged,,
tgs-monopoly-deal,Monopoly Deal Card Game,"<p>The fast-paced Monopoly Deal card game. Collect property sets, play action cards and outmanoeuvre opponents to win. Plays in about 15 minutes. For ages 8 and up.</p><ul><li>Fast-paced card game version of Monopoly</li><li>Collect property sets to win</li><li>Plays in about 15 minutes</li><li>For 2 to 5 players</li><li>For ages 8 and up</li></ul><p><strong>What's included:</strong></p><ul><li>1 deck of Monopoly Deal cards</li><li>Instructions</li></ul>",The Toy Gift Shop,,Board Games,"age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",FALSE,Title,Default Title,TGS-MONOPOLY-DEAL,,shopify,5,deny,manual,480.00,,TRUE,TRUE,output_pending/TGS-MONOPOLY-DEAL/angle2.jpg,1,Monopoly Deal Card Game,FALSE,Monopoly Deal Card Game in Pakistan | Toy Gift Shop,Monopoly Deal fast-paced card game. Collect property sets and win in about 15 minutes. Ages 8+.,draft,active_unimaged,5,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-monopoly-deal,,,,,,,,,,,,,,,,,,,,output_pending/TGS-MONOPOLY-DEAL/angle3.jpg,2,Monopoly Deal Card Game,,,,,active_unimaged,,
tgs-monopoly-deal,,,,,,,,,,,,,,,,,,,,output_pending/TGS-MONOPOLY-DEAL/angle4.jpg,3,Monopoly Deal Card Game,,,,,active_unimaged,,
tgs-pixel-led-sword,"Pixel LED Light-Up Sword, Minecraft-Style","<p>A pixelated, Minecraft-style toy sword with built-in LED lights along the blade. Available in blue/black and purple/green colourways. For ages 3 and up.</p><ul><li>Pixelated, blocky sword design</li><li>Built-in LED lights along the blade</li><li>Available in 2 colourways</li><li>For ages 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>1 pixel LED sword</li></ul>",The Toy Gift Shop,,Fantasy & Magic Toys,"age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Pretend Weapons",FALSE,Title,Default Title,TGS-PIXEL-LED-SWORD,,shopify,4,deny,manual,2450.00,,TRUE,TRUE,output_pending/TGS-PIXEL-LED-SWORD/angle2.jpg,1,"Pixel LED Light-Up Sword, Minecraft-Style",FALSE,Pixel LED Light-Up Sword in Pakistan | Toy Gift Shop,"Pixel LED light-up toy sword, Minecraft-style, blue/black or purple/green. Ages 3+.",draft,active_unimaged,4,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-pixel-led-sword,,,,,,,,,,,,,,,,,,,,output_pending/TGS-PIXEL-LED-SWORD/angle3.jpg,2,"Pixel LED Light-Up Sword, Minecraft-Style",,,,,active_unimaged,,
tgs-pixel-led-sword,,,,,,,,,,,,,,,,,,,,output_pending/TGS-PIXEL-LED-SWORD/front.jpg,3,"Pixel LED Light-Up Sword, Minecraft-Style",,,,,active_unimaged,,
tgs-rainbow-tower-unicorn,Rainbow Tower Unicorn Stacker Toy,<p>A wooden stacking toy with a unicorn head. It has seven rings in rainbow colors that stack on a base. The rings are smooth and can be removed and placed back. It is for children aged 36+ months.</p><ul><li>Made of wood with painted rings</li><li>Seven rings in rainbow colors</li><li>Unicorn head with closed eyes</li><li>Rings can be stacked and removed</li><li>Intended for children 36+ months</li></ul><p><strong>What's included:</strong></p><ul><li>1 wooden unicorn tower with 7 rings</li></ul>,The Toy Gift Shop,,Baby & Toddler Toys,"age:1-3, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Baby Activity Toys",FALSE,Title,Default Title,TGS-RAINBOW-TOWER-UNICORN,,shopify,1,deny,manual,2350.00,,TRUE,TRUE,output_pending/TGS-RAINBOW-TOWER-UNICORN/angle2.jpg,1,Rainbow Tower Unicorn Stacker Toy,FALSE,Rainbow Tower Unicorn Stacker in Pakistan | Toy Gift Shop,"Wooden unicorn stacking toy with 7 colorful rings for children 36+ months. Develops fine motor skills and color recognition. Safe, sturdy, and fun.",draft,active_unimaged,1,Priced & stocked; waiting on a generated CatalogHero/Lifestyle image.
tgs-rainbow-tower-unicorn,,,,,,,,,,,,,,,,,,,,output_pending/TGS-RAINBOW-TOWER-UNICORN/angle3.jpg,2,Rainbow Tower Unicorn Stacker Toy,,,,,active_unimaged,,
